node,betweenness_centrality
Q5DU02,0.0
A0A1U8QIU6,0.0
Q9JLM4,0.0
O14305,0.0
Q9VX17,0.0
A0A8M2BEG4,0.0
Q12934,1.2288430646748412e-06
P59469,0.0
Q8K1B8,3.7808746497124326e-06
B1V8K3,0.0
Q8IPW3,0.0
Q9XW01,0.0
Q9VT68,0.0
Q9FPF0,0.0
Q03188,2.101453715065694e-06
M9PCK1,0.0
Q9WU66,0.0
A0A3Q1LFC5,0.0
3772227,0.0
Q5T751,0.0
P46472,0.0
O13960,0.0
O80683,0.0
Q15573,3.196749685486047e-06
Q8BTF7,0.0
Q9BYH1,7.512839617388922e-08
P32056,7.664872072694201e-07
P34216,4.326157931113269e-07
O01692,5.505550497547867e-07
O82221,3.4252623501814126e-08
Q8NFZ0,0.0
Q9CAL8,0.0
A0A654GDW5,0.0
P32848,0.0
Q9VP47,0.0
Q9CX34,2.2489257982185434e-06
P33129,3.9225194274348424e-08
O62178,0.0
12933357,6.070676061315906e-10
Q9NR33,3.635923602565174e-06
Q9M1B6,0.0
Q86WS4,0.0
P87294,6.6303558747695625e-09
Q9N572,0.0
A6BLY7,0.0
Q6S5H5,4.109388716536834e-06
Q0WPN8,0.0
Q24143,0.0
Q23027,0.0
P25655,4.2019871890280596e-07
P42684,8.183196377403535e-07
Q8MQ99,5.0917428882172565e-09
Q21742,1.3891540853793735e-06
A0JPJ7,0.0
Q9H3W5,7.556315567872504e-10
A0A654FM67,0.0
P40617,0.0
csp-2,0.0
P41377,0.0
220885,0.0
Q9P7W7,0.0
A1L443,0.0
P61845,1.2964520270739521e-08
Q3UZP0,0.0
F52A8.5,1.028858863351839e-06
Q9FE29,0.0
P43672,7.3388152957813535e-09
O17757,7.261556182384594e-07
Q5E9F8,0.0
Q9UUE1,0.0
Q4JDL3,0.0
H2L2J6,0.0
C6KRN1,0.0
O13693,0.0
3637147,0.0
F5HGJ3,0.0
P07649,2.5607938882627244e-07
O13775,0.0
P17477,1.0406715035194085e-08
401052,0.0
Q10576,1.5840423341572936e-06
Q8W490,0.0
P97536,0.0
190265,0.0
Q9VCY6,0.0
F5HB40,0.0
P0AA57,2.2112713857393154e-07
Q8IFL7,0.0
P29122,3.692977948262365e-07
G5ED41,0.0
Q8WWW0,2.954802363480222e-09
Q14999,3.0837299164164004e-06
Q8C5U9,5.727038649503322e-06
A6NDY0,1.2169089584216897e-06
Q7JZC9,0.0
Q9BUD6,0.0
Q9VMC0,0.0
Q9XIP7,0.0
A0A0B4LEZ3,0.0
19835905,0.0
Q99LC2,0.0
Q9R244,0.0
O64812,0.0
Q9VNS7,0.0
P25888,2.66193220259209e-07
P80162,6.283711105525577e-06
O59806,0.0
P30414,4.377438259951588e-06
Q9H091,0.0
Q9M328,0.0
A0A310UEC1,0.0
P14651,5.17751076883921e-07
Q7M6Y3,0.0
Q9FJD0,2.2606731511197322e-07
Q8CHG7,0.0001365491207117684
Q96TL7,6.509307492798371e-07
Q9NS61,1.443272739260415e-07
Q9W547,0.0
Q9C5G0,0.0
P10997,0.0
P62245,7.28620351709161e-07
P70245,0.0
P03951,1.845664978540343e-08
Q8R2R6,0.0
Q5U2X5,0.0
D4A055,0.0
Q7K0X3,0.0
Q09409,2.981630482247902e-07
Q9UID3,4.2527454809706055e-06
A0A8I6GIS7,0.0
Q01279,7.998801183636207e-07
Q7K0G4,0.0
Q9NQZ6,9.88043277625821e-07
Q9Y7M1,6.63170315745681e-08
P0DI19,1.5350009223190148e-07
P51559,0.0
Q9VA09,0.0
407008,0.0
Q9Y163,0.0
P25301,1.4511193034296263e-06
Q9VI56,4.4198932935817106e-07
P14064,1.5202190171801867e-06
P32155,1.9195350236944797e-09
Q9USN1,0.0
C0SUU6,0.0
Q9D6I9,2.4503799889759336e-09
Q8GWK7,0.0
Q9C0A6,1.2011190571504278e-07
Q9NA39,2.2835082334542747e-09
Q9GZZ1,3.7327616771330327e-06
Q9P7X7,0.0
A0A654F4Y8,0.0
P07171,0.0
Q94BN2,0.0
Q961D3,0.0
P19883,5.016847970395469e-07
Q9FFQ4,0.0
Q8BG87,0.0
P18432,0.0
Q709C8,3.7629596214436112e-06
Q86YS3,3.54061194723895e-07
P17423,2.81601217399782e-07
P53320,5.268899163188781e-09
Q9USK5,1.8880090750492612e-08
P09914,3.0033555081467285e-07
Q03707,2.471849716545543e-07
A0A178WJ83,0.0
Q98SK0,0.0
M9PF10,0.0
Q00958,0.0
Q9USH0,2.991495502341845e-11
Q6P3W6,0.0
4056030,0.0
Q10059,0.0
Q9LX08,0.0
A2BD83,0.0
Q9VSE2,0.0
B2RYN6,0.0
P27046,0.0
Q9BU79,0.0
G5EEQ3,0.0
P26040,1.827636429088373e-05
100616385,0.0
O95897,9.797679601155609e-06
Q9Y624,2.475481457059999e-06
Q8VHU4,0.0
P38339,2.2992526845229184e-06
Q9Y4F3,1.440936070297029e-07
Q11122,0.0
Q10214,5.277914779543596e-09
Q04689,2.7908144166177727e-09
Q6P5E6,0.0
Q9Y534,0.0
P0AC19,7.136585143336381e-11
Q9VMF1,0.0
F21D5.6,0.0
P53319,3.2936102048763875e-07
Q9M9W1,2.038518650683935e-08
Q9VPP0,0.0
Q0WPZ7,0.0
Q86BR8,0.0
A0A140LG11,0.0
Q9SX85,0.0
Q91X83,0.0
P24367,0.0
Q9ZW16,0.0
Q8BG18,0.0
Q9VQ34,0.0
P22135,1.2181259662052863e-07
A9CMB8,0.0
284014,0.0
P51116,4.249987055497202e-06
A0A8M9PSP0,0.0
3704112,0.0
Q32M45,3.17546106218399e-06
M0RBX7,0.0
Q9ZVM9,0.0
O62515,3.6220617126664543e-07
P40614,0.0
O76861,0.0
O61204,0.0
P62840,0.0
O75897,1.8756114114291175e-05
Q9VTM4,0.0
P63028,2.8570863924590404e-05
P15104,4.120180144101623e-06
P38833,9.312672518665908e-10
O94782,2.6538144879621155e-06
Q9HDW0,2.2458727498196457e-07
Q8BH69,3.0612266763706318e-06
P39405,2.7023534571091504e-10
Q9VXF6,0.0
Q9ZUN4,0.0
P08096,0.0
Q9BS18,1.5546314711322545e-06
Q9BX95,2.101393236705803e-07
A0A061ADY3,0.0
C0H4A7,0.0
Q9VNX2,0.0
Q8N819,0.0
F4HZK3,0.0
Q9XTR1,0.0
Q8CI61,7.670397838297614e-06
P39006,1.4497968793663128e-06
O23077,0.0
Q9NW15,1.2575619066952312e-07
Q60793,0.0
Q8NEW7,3.960342405333023e-08
A0A8C0SXR9,0.0
Q8VDQ1,0.0
Q9SZB4,1.5071154340798214e-07
Q4VNC0,0.0
Q09907,6.325976184166626e-08
Q4PSE3,0.0
Q9VUK1,0.0
Q96FJ0,3.0774663966969127e-06
Q9Y6K8,1.2733190407114952e-06
Q9C9I2,0.0
P32316,8.522663312634838e-08
Q9XWV5,0.0
O35509,0.0
Q8VYJ2,0.0
3638770,0.0
3644638,0.0
O94719,0.0
Q9Y2Y8,1.1426259638011313e-06
P05198,3.261112150059549e-06
Q94BZ5,0.0
O48538,0.0
Q8BN59,0.0
3643984,0.0
O18183,5.944408575715244e-07
Q86SQ4,1.7385264810247353e-06
Q04964,2.698957989669707e-09
P08189,4.9284350362322486e-11
Q9FHQ6,0.0
P0AFG3,0.0
Q8NBF6,8.279367645213511e-09
P39836,7.777858287319039e-08
Q69ZI6,6.510923889544809e-07
Q8WU17,1.3014897187412359e-08
P14773,0.0
672572,0.0
Q9SB47,0.0
O43921,6.169244034103234e-07
Q9ESJ1,2.6603218020076695e-07
P0AGJ2,2.7843070104228197e-07
Q8TCV5,0.0
Q32M88,0.0
Q6W0C5,2.019911890248357e-07
C0H4M6,0.0
Q9VDC9,0.0
Q86SQ6,0.0
Q9M2V7,0.0
Q84WM9,0.0
P07281,1.0841213570854235e-06
3644517,0.0
P56544,0.0
P31802,6.194596943932142e-08
Q9FJK3,0.0
O22165,0.0
A0A654FWV5,0.0
Q7K2L4,0.0
P24339,2.724554296665996e-09
A0A1D8PLA6,0.0
Q9XVJ5,0.0
Q9CQT2,0.0
Q22002,0.0
1217875,0.0
P39385,1.7071110285200672e-08
Q9BTV5,4.77127902270776e-06
A1Z7I1,0.0
Q9VZ49,0.0
Q9LXZ5,2.0094872454397622e-07
Q02825,1.574016299096069e-07
Q561L6,0.0
P12259,2.893882211217992e-06
Q9P126,0.0
Q66GP4,0.0
Q9UER7,1.3296142695760982e-05
Q9Y618,2.727539650739836e-07
Q92826,0.0
P97822,0.0
Q9SJ29,0.0
Q673H1,0.0
A0A1D8PLA9,0.0
O60636,3.587596516963439e-07
P0ABR5,1.1577950046664539e-08
Q9U280,0.0
P49185,0.0
Q9CS42,2.8357780872097686e-05
Q9R109,0.0
C0H5A8,0.0
Q9LR04,0.0
O15488,6.404334984941942e-07
O94523,0.0
P76536,5.044932944476199e-09
Q9FHF5,0.0
P19491,0.0
Q6NQE2,0.0
O04582,0.0
Q9TZ23,0.0
G5EC57,0.0
P11245,8.136967792112424e-09
Q8N4C0,0.0
Q91550,0.0
Q03114,0.0
Q13564,8.848809095514846e-07
P91129,0.0
H2KY86,0.0
P76082,8.189288727141256e-08
P34795,0.0
P40015,2.27848002260293e-07
P39905,6.253248052280467e-07
188265,0.0
A0A384KRW6,0.0
Q8VE18,0.0
P60508,0.0
P38176,1.1125636772651512e-06
P22464,0.0
P92973,0.0
Q9Z2K1,2.7426660752548946e-05
Q93VT6,0.0
Q7KVY9,0.0
Q5PQ75,0.0
Q10453,0.0
Q9SF32,0.0
P26569,0.0
O94255,0.0
P31001,4.978890272978168e-06
P27472,1.4258741499274226e-08
P20152,1.5647309778018335e-05
P21461,0.0
P46558,0.0
P52701,2.4011592239344393e-07
Q945Q1,0.0
P35133,0.0
Q91VC3,0.00018118349830937552
Q8NFH5,5.152501646391578e-06
Q7Z2H8,3.8572342724922354e-08
Q39050,0.0
Q7ZXB1,0.0
P14901,8.664470773024105e-06
Q10099,3.534092535617603e-07
Q9SUB1,0.0
Q47155,1.4243820689263315e-07
Q5AIR7,0.0
Q24546,0.0
Q9VZL6,0.0
P32432,0.0
Q7JR83,0.0
Q28735,0.0
Q9CZU3,2.8563441230255153e-05
Q9W459,0.0
O70228,3.7016397438311597e-06
Q9LKB7,0.0
P32109,3.445487967689677e-09
P29966,0.00010020752388060335
Q9BXP5,2.601268107341299e-05
Q9GZM5,1.0679382502814176e-05
O95221,1.1472257560118711e-07
Q9Y320,1.356132046806584e-06
P62341,1.7074160109080314e-06
P0AGB3,1.5733849475593795e-06
P36525,1.4096364105068507e-06
P87020,0.0
Q21568,6.682109914468166e-08
3771868,0.0
780829,0.0
Q07133,0.0
Q9Y2D0,8.591870514788669e-11
O16467,7.261556182384594e-07
Q8BGC0,1.5049430880113329e-06
P57094,0.0
Q93WJ5,0.0
Q9UUD6,2.2805291123427095e-08
A0A654FDP1,0.0
O82256,0.0
Q8CFW1,0.0
B9EJV3,0.0
Q9M9V8,0.0
Q9Y802,0.0
Q86SM8,0.0
Q7Z444,0.0
Q7XZP5,0.0
Q9USP2,1.1082114938920575e-09
A0A061ACY0,0.0
Q6UWF7,0.0
14218374,0.0
O54992,5.5030149752366615e-05
Q8IBE9,0.0
P64488,1.802672794636797e-09
729867,0.0
Q9H320,0.0
P06703,2.477156079970015e-05
Q8VZT9,0.0
Q8CDC8,0.0
A0A974D2L8,0.0
E2QCF1,0.0
Q9XZT1,0.0
947250,0.0
Q9FEE2,0.0
3636748,0.0
Q7Z5J4,8.888639031218781e-07
P41900,4.1103148202176946e-08
A6NFY7,0.0
Q1JRP2,4.4528410552358255e-07
Q9LK48,0.0
Q9SLD0,0.0
O15439,1.8178616806661805e-06
Q9SAA4,0.0
Q9VAN6,0.0
Q9XUE9,0.0
Q3TLS3,0.0
Q8ILB6,0.0
O46339,1.5071154340798214e-07
Q9FJK6,0.0
Q7JYZ0,0.0
Q86SK9,3.554762617570713e-07
O17527,0.0
P29622,1.9277693352981005e-09
Q9UUC7,3.9594585735954484e-08
O42921,2.630943280416094e-08
Q8VEA8,0.0
Q9Y5A6,7.147345268713174e-06
Q3LI72,0.0
Q56XU4,0.0
Q01892,0.0
O89053,3.9577174288393766e-05
O22881,0.0
Q6P9A3,0.0
P21452,0.0
Q69559,0.0
Q8WTW3,7.407546550880696e-07
Q7X9V2,0.0
Q8VYA5,0.0
Q9C5Z2,2.3193618638632583e-09
O04420,0.0
P46098,1.7782580570382266e-05
Q20821,0.0
V6CJ73,0.0
Q9SE50,0.0
Q99965,3.9782097459799915e-09
P07276,1.0533894742639982e-08
P39713,5.652821683252286e-07
Q9VTK7,0.0
O74420,5.790582435522475e-08
P54791,4.6647349052064577e-07
Q9VC70,0.0
P30989,2.718962727611101e-05
Q9T051,0.0
B6CNU5,0.0
P38312,3.4821978546002756e-07
P20081,2.224079379989654e-07
Q8SXD4,0.0
P14410,0.0
Q9Y3A6,1.2410075492405544e-06
Q9Y118,0.0
A2VDK8,0.0
A2A863,1.4317596623758304e-06
A9UJN7,1.7468272315634373e-07
Q9DDY9,0.0
Q9BZV2,0.0
P32825,2.0816565795306475e-09
A1Z6L1,0.0
Q5PQL7,0.0
A1ZBX7,0.0
A5HU98,0.0
P67870,9.296637228461752e-06
P40009,5.916286706487715e-09
Q9NUP1,9.09285276303934e-09
B7Z0C5,0.0
Q7K5K9,0.0
Q9W0R3,0.0
Q6AY86,0.0
P54900,0.0
A0A8V1AGF6,0.0
Q9JJM7,0.0
A0A0U1RPK7,1.809914055578025e-11
Q12359,7.351151465778043e-10
O43159,3.9857570011345345e-06
Q9LYC5,0.0
P36094,1.8786291387302304e-06
Q8NGN2,2.8148328369786236e-08
Q99MZ7,8.757771188951737e-09
P30047,1.4760569579605597e-07
Q9XWF5,0.0
Q9VSG0,0.0
O14034,1.1145700728840357e-08
A0A974DVF5,0.0
P02647,1.8894721614925715e-06
TOP3A,0.0
P20340,1.2239959977008957e-06
A0A4X1W2F4,0.0
O48962,0.0
Q9Z0P7,0.0
Q5AB87,0.0
Q96A54,8.478871177294977e-06
Q80WE4,8.450745304534848e-05
P0AAY1,2.2567951480286298e-10
Q9VU22,0.0
A0A144A255,0.0
Q05926,2.4173710706810307e-07
Q61687,0.0
O75144,1.8537992867960758e-07
Q9W2Y5,0.0
Q9W304,0.0
Q39212,5.0946052303171164e-06
Q0VAV2,0.0
Q8CBE3,0.0
P29383,0.0
P52736,3.5119256474323673e-07
Q22537,0.0
P57759,0.0
P35123,0.0
Q8C1C8,0.0
Q96DA6,3.136712318234813e-05
Q8N7N1,0.0
A1Z897,0.0
Q9VMV0,0.0
837823,0.0
O44737,3.3382375393159724e-08
Q94126,0.0
P39413,0.0
Q8K449,0.0
Q9XVA7,0.0
Q96PG2,1.8611028099987417e-09
Q8IV36,3.82609502036649e-07
P63244,1.0952326665002356e-05
P45422,4.691498313598524e-10
Q9NAF6,0.0
O97247,0.0
Q6XYB7,1.6095469147386297e-08
F4IHL3,0.0
Q9VII3,0.0
P32492,1.0900511101598573e-07
Q6ZN19,0.0
pab-2,7.388116102025488e-07
P33421,6.267689130218456e-07
Q18033,7.910597074344147e-07
P38255,1.4415157928774728e-06
A0A654G4L4,0.0
Q9Y657,3.0122557390489776e-06
Q9D6N5,8.794614920628958e-05
P47209,1.2260580994739145e-06
Q9H4Y5,9.214588852058317e-08
E9P874,0.0
P46505,0.0
P12954,3.021344853404933e-08
Q4LB35,0.0
P0A7X6,7.655599728793235e-08
A0A974HFC8,0.0
Q5U216,0.0
Q9BUL5,3.773038475612465e-05
P83483,0.0
3642849,0.0
Q8C0Y1,0.0
Q6ZUA9,0.0
Q8IVL0,8.425884495896386e-07
Q8CH02,0.0
A0A384LBY8,0.0
Q9D0L8,2.0006806661189435e-06
H2KYZ3,0.0
O75110,1.6167870870209693e-05
P37690,9.620945121407875e-07
O74835,1.4283319775245638e-08
P45468,2.5609393373095515e-08
O00231,9.701805159918355e-06
P41376,0.0
100507032,0.0
A8JNH1,0.0
Q14117,2.568484074769419e-09
B2RZB6,0.0
Q96D53,6.290224306725926e-06
Q9VZA8,0.0
Q8IWC1,6.053004741058314e-07
Q8N2S1,8.287207233929268e-07
O95619,5.142813962407387e-06
O45897,3.773302334841861e-09
Q02891,5.937624480824906e-08
P62509,0.0
O04336,0.0
P0ADP2,4.768049143145114e-10
P58321,0.0
O93256,0.0
P97678,0.0
P36632,1.420587078189998e-06
Q9FT52,0.0
Q8IE10,0.0
P34158,0.0
Q9Y2V3,0.0
P21533,0.0
A1ZAX8,0.0
Q9FFK0,0.0
P50093,4.245925603599775e-07
Q3TSG4,0.0
O97420,0.0
Q9LU97,2.9192576848137037e-09
P14824,3.4680689495886155e-07
Q8CE46,0.0
P38912,2.577475352437508e-07
Q9VRV6,2.645607396187739e-07
Q9USW2,0.0
Q9ZQ18,0.0
lron-12,0.0
O75534,1.7937480545829574e-07
P42127,4.896852038741196e-06
M9PGG2,0.0
Q6R0H1,0.0
26782,0.0
P52870,1.6923220395675876e-08
P32331,2.8147307523318772e-09
P15436,4.4325920189050075e-06
P53039,3.1062880996129846e-06
Q9C933,0.0
A0A0B4K600,0.0
P37671,8.188702774636953e-08
P77234,1.252565872628819e-09
A0A1I9LLP0,0.0
Q9SZL7,0.0
A0A1D8PNA8,0.0
P27952,0.0
O55160,0.0
Q09509,1.9692422544171175e-06
Q02257,8.062339292771953e-06
O94642,0.0
P25113,0.0
149775,0.0
Q6PFX9,0.0
P00326,3.6164707049637325e-06
Q9UPT6,1.013139009044468e-06
Q9VQG4,0.0
P31119,1.2796116802792966e-07
P0A6L9,8.313854538153382e-08
Q86S66,5.011994153103783e-07
F4JUI3,0.0
A0A1Y7VP67,0.0
Q9N5G4,0.0
P10080,2.6604484848310596e-07
O94569,0.0
P41805,1.5835291937827204e-06
Q5FWH6,0.0
A0A143ZXE1,0.0
Q9NPA1,2.681222713520117e-06
O17909,1.017893694772524e-07
Q21480,0.0
P63078,0.0
srh-32,0.0
P0A7L8,1.9713708381362072e-08
Q9Y810,1.540857211966696e-08
P15848,1.3587229599118966e-06
Q7Z569,2.5516142122963824e-07
A0A0B4K7M0,0.0
Q9H841,0.0
P00522,0.0
P53344,2.8153447617301764e-08
Q924D0,5.339133035698032e-06
P54888,0.0
Q641A0,0.0
O60543,3.353948589557894e-07
Q9C0H2,1.3148988177205203e-06
A0A0B4JDG2,0.0
P37748,2.3677823282299123e-08
Q9BX79,6.902303232313034e-07
Ir56b,0.0
5483,0.0
Q19395,0.0
Q96P26,0.0
P08104,0.0
Q8NEY4,4.484644508343188e-06
Q9QXD8,0.0
Q1PDV2,0.0
Q9BTE6,1.0943495413037786e-05
Q12438,1.214867148603445e-09
P34231,4.0006776440657067e-10
Y53C10A.6,0.0
A0A974DLL6,0.0
Q9VAN0,0.0
P47141,6.677410138276462e-07
U4PRM5,0.0
Q24155,0.0
Q9JJH7,0.0
Q9P2K2,4.221457352742294e-06
P25940,0.0
Q8I3J8,0.0
Q6KC51,0.0
Q84JQ8,0.0
Q02447,1.5381003070805406e-07
Q8R4T1,0.0
P05052,7.39768442235354e-08
Q9CX98,4.803245069920609e-05
Q6TEK5,2.807044267465743e-08
Q9CZX5,1.2927126086462784e-06
Q22284,0.0
Q9UGL1,2.272367845177325e-08
P25791,1.0246932842131235e-05
P15314,0.0
O18229,7.716380371812874e-07
P54824,0.0
P0C0T4,5.888994817582681e-09
Q8MYF0,0.0
P42940,1.796278904658568e-09
Q96PU9,8.59557620181706e-08
O96221,0.0
Q6V1X1,2.3927010301589183e-06
P53943,1.7101551706462812e-09
Q8I2S1,0.0
P15208,3.5825127354509385e-06
G5E8Z4,0.0
Q99394,9.996020333493063e-08
Q9UK55,3.961085796674624e-06
Q92348,3.107990028386537e-08
A0A0D9R023,0.0
E1BCC2,0.0
401507,0.0
Q56YU0,0.0
P62878,8.488668850885366e-06
P77493,7.743943503586464e-07
Q0WQX9,0.0
Q4V3C1,2.97848900015775e-10
290215,0.0
F49E8.6,0.0
C05G5.1,0.0
O94465,0.0
P19075,5.054378632969105e-06
Q8ID31,0.0
Q8ILR7,0.0
P22557,0.0
A6NDS4,0.0
Q86Y33,5.042783547034888e-07
Q9BSJ8,6.761035084679936e-06
Q6IQ23,6.022439013484467e-07
P40481,5.021302654939475e-07
P82347,0.0
P79483,2.051073052280029e-06
Q9S7M2,0.0
O94432,0.0
O74904,0.0
Q9SGH4,0.0
P41208,1.234912647055336e-05
Q7K519,0.0
P77743,2.7217087000445276e-07
Q9FLN8,0.0
A0A8I6AB98,0.0
Q8S9I4,0.0
Q68KI4,0.0
P25332,1.1336234668368544e-07
Q9P2P1,5.442540069942612e-08
P61513,2.0950952285685485e-05
O95922,5.583222388844538e-07
Q8NDX6,0.0
6240780,0.0
P38875,2.626585348987307e-06
Q9M2T9,7.398566676391851e-07
Q0E919,0.0
Q2TAV8,0.0
F0JAQ8,0.0
OR2AJ1,0.0
O94542,5.346838189240803e-07
Q9STP8,0.0
P25294,5.94919990365736e-11
Q8AVH9,0.0
Q9VU29,0.0
692075,0.0
Q9VLF2,0.0
O82597,0.0
O01542,2.8732047935885027e-07
P50430,0.0
Q7ZY44,0.0
Q8IYX4,1.3674153974395223e-06
Q9VL31,0.0
P32020,1.938168657656522e-08
P40228,0.0
189133,0.0
C6KT22,0.0
Q9XUR4,0.0
P15101,0.0
P06136,2.7066663764016204e-07
P07305,6.680802192340838e-08
P91357,0.0
O74837,1.4733895574862287e-08
Q8N490,1.3877656748684193e-05
A1Z6N2,0.0
P39284,5.269634384894481e-11
P0AFE4,9.514558420496518e-08
P27918,1.5796182869584525e-09
Q91WT4,0.0
Q8C788,0.0
Q9S736,0.0
D3Z6Z3,0.0
P76481,3.254808205293769e-09
P37016,1.0852142898367919e-10
O59711,0.0
O14267,1.457591041888817e-08
O13831,0.0
C0H4G8,0.0
Q20655,0.0
Q9URV6,0.0
A0A654EDW0,0.0
Q9USK0,0.0
P0ACY1,7.386113180816e-08
Q922D8,0.0004707043942770635
C0LU16,0.0
O75564,6.377314822748304e-08
O94561,2.575805963854514e-07
P0AF40,7.761287108516521e-11
F4JDS7,0.0
Q04199,3.1562741242592635e-07
G5ECJ5,0.0
Q9ULZ0,0.0
255330,2.2883108115343716e-06
Q16667,1.3396239398370363e-07
Q9NY59,1.264054558915104e-06
Q9H3D4,1.2837435840289708e-07
Q9QYF1,0.0
F4IBA7,0.0
Q9FDW1,0.0
31911,0.0
Q9VMN5,0.0
P08368,8.41808520969875e-09
O74916,0.0
Q13253,7.233594537082125e-07
Q18921,0.0
P39944,8.804644224572585e-09
Q13007,0.0
Q9W1S5,0.0
A1Z9I0,0.0
100302123,0.0
P12830,2.509768311917341e-07
P39386,1.8958370989640733e-08
P20478,0.0
P29466,2.3031584020773744e-07
Q9C826,0.0
Q09869,0.0
A0A5F9C6U0,0.0
P38877,4.607922478687277e-06
Q94CI7,0.0
Q9M9N9,0.0
P38934,4.380298320610789e-09
Q9BWE0,6.701798400703322e-06
Q8T0U2,0.0
B2RUY7,5.688034741959765e-07
H2KZV5,2.9809352436062513e-06
Q9H1I8,7.786289992083386e-06
441046,6.391585561843178e-06
P30866,3.141899654715971e-09
Q8NHW6,0.0
Q8BP27,0.0
Q9VT66,0.0
Q63525,0.0
Q9LX82,0.0
A0A654FKV4,0.0
P53478,0.0
P0A8Q0,2.999008846226401e-07
P36595,0.0
O13786,6.510180677740251e-09
P40523,2.623798891383761e-07
Q9P298,0.0
Q46824,2.9487638417977116e-10
Q6PST4,0.0
Q09738,1.3494223522247876e-07
Q9GRZ2,0.0
Q9GRV4,0.0
P55055,7.834532274091562e-07
Q99JP7,2.1971366357782502e-07
Q9Y623,1.3983423464185855e-05
P14416,2.449442412016271e-07
D3YW75,0.0
Q9H467,2.9137116836381203e-07
A0A974CKS8,0.0
Q9VKX4,0.0
55853,0.0
P42798,7.227878965183762e-07
Q9I7K0,0.0
3767728,0.0
Q8R2U7,0.0
P31689,1.4001185093008102e-05
A0A654F3L1,0.0
Q9VV24,0.0
O48741,0.0
Q8TAM1,2.7165594572163635e-08
Q9EPW0,0.0
G5E8V9,0.0
P32826,0.0
Q8MQ22,0.0
A0A178UID4,0.0
P40447,7.337229815505208e-09
A0A178W9B3,0.0
O77438,0.0
Q9UB00,2.870479024770986e-06
Q14393,4.927358288250147e-06
P0AFK4,2.194572274282877e-08
Q9VXP5,0.0
Q91ZA3,1.6072038099084586e-07
G1SN79,0.0
Q62093,1.532338269018621e-05
Q94JU3,0.0
Q8VY28,0.0
P54359,0.0
Q8GZQ3,1.0353624941886716e-07
Q9UA62,0.0
Q8GVE8,1.3484667328624052e-10
O43150,4.429582638710654e-07
Q6P2B1,0.0
Q22638,0.0
Q9SCP9,0.0
A0A178VW73,0.0
P18106,0.0
Q9BQ87,1.6669297799831672e-06
P91133,2.186100296524354e-06
Q20374,1.7359184126845738e-06
Q9HDV2,0.0
Q9UNZ2,5.596257743679439e-06
Q15776,9.443515918539556e-06
Q8NC06,1.101534569542161e-09
Q8IW92,1.200650374177679e-06
Q9VXQ6,0.0
Q9UTL8,5.999072937196211e-08
Q04359,3.1376612995300465e-09
Q8C8U0,1.4873291318967078e-07
A0A178WK23,0.0
Q21191,0.0
Q06493,3.4107383825555914e-09
O62602,0.0
Q9VL75,0.0
P40851,7.543684752295641e-07
M9PBE2,0.0
A0A8I6G8I6,0.0
C6KSP3,0.0
Q8IP75,0.0
P34478,0.0
G5EE33,0.0
Q3E7Y6,8.139686746040591e-09
Q8VE08,5.727038649503322e-06
P90900,0.0
Q9SN43,0.0
P76123,9.490926641436506e-10
Q56H28,0.0
3771797,0.0
Q99523,3.3093941033963732e-06
Q9SU44,0.0
Q8UWF3,0.0
Q9U1X7,0.0
Q12968,9.660304535849228e-07
Q12330,9.32550054113505e-09
Q3EC11,0.0
Q9U2R0,0.0
Q9S775,6.69906006839858e-06
Q84MH1,0.0
Q99N11,0.0
Q12734,9.32764289588283e-07
Q9D4V7,0.0
Q8CC27,4.7372588787843797e-07
Q9VJ60,0.0
P25568,8.385495730993887e-07
Q9U325,0.0
Q80XB4,3.066171531083892e-06
A8JUN7,0.0
Q13442,2.841713075797026e-09
ccch-3,0.0
P13668,0.0
Q9P7Y0,0.0
Q95RE0,0.0
DSCR8,0.0
32279,0.0
A0A1R7T3E3,0.0
P23950,0.0
Q17786,0.0
A1KZ92,1.6215169690453965e-07
O94691,0.0
P34342,2.9269066406962452e-08
P54000,1.7681390019713615e-06
Q86X29,3.095278634668985e-05
O17850,0.0
Q8BGF6,0.0
Q8N6N6,2.060308180560248e-10
Q9P7A0,1.879506806237168e-09
P24031,5.651096211490017e-07
Q21902,2.5315042619275383e-06
Q9QZE5,2.228771841972253e-07
Q9NZR2,2.9141085048315057e-06
Q9VX31,0.0
Q9LHL3,0.0
Q8N8G6,0.0
3642901,0.0
P53822,2.4719821917433728e-08
Q10490,0.0
P52577,0.0
Q9WTX2,1.0431900526986499e-06
Q6VNB8,0.0
595097,0.0
Q63518,0.0
Q9Y7Y6,0.0
Q8N3R9,4.209185710098743e-06
O60343,2.515650641425033e-06
O95249,1.3064021004368116e-06
P58953,0.0
P0AF59,9.621937322758314e-08
G2TRV0,6.483146404128857e-11
A0A0D9RDI6,0.0
Q62668,0.0
Q94148,2.3135786753388894e-07
Q96P70,3.2886847075573825e-06
Q7XU27,0.0
P34497,0.0
Q8WU68,0.0
Q8WZA2,0.0
P39936,4.824097671928795e-09
Q8S8Q9,0.0
M9PHZ1,0.0
Q96AX1,1.755950034184815e-06
P06846,8.418408063062275e-08
Q9VS38,0.0
P84022,1.0621184244751358e-06
Q9Y328,2.6410597035100918e-08
P51617,1.8677937223255514e-05
A0A178WR91,0.0
A0A1D8PHG7,0.0
Q9Z0W5,0.0
P15336,4.786387483597857e-07
